Player,pass_yds,yrs_active,team,comp,att,pass_td,passer_rate,int,sacks,yds_lost,pick_6,pass_yds_game,comp_%,int_%,comebacks,wAV,game_win_drive,num_teams,teams,hof,tot_yrs_played,Year_Drafted,Year_Final,Career Earnings (millions),Cap-Inflated Earnings (millions),Earnings By Team Dict,_merge
O.J. Simpson,,1969-1979,2TM,,,,,,,,,,,,,98.0,,2.0,tm,1.0,11.0,,,,,,left_only
Lance Briggs,,2003-2014,chi,,,,,,,,,,,,,98.0,,1.0,CHI,0.0,12.0,,,,,,left_only
Cameron Heyward,,2011-2024,pit,,,,,,,,,,,,,98.0,,1.0,PIT,0.0,14.0,,,,,,left_only
Lomas Brown,,1985-2002,5TM,,,,,,,,,,,,,98.0,,5.0,tm,0.0,18.0,,,,,,left_only
Alex Karras,,1958-1970,det,,,,,,,,,,,,,98.0,,1.0,DET,1.0,13.0,,,,,,left_only
Richard Dent,,1983-1997,4TM,,,,,,,,,,,,,98.0,,4.0,tm,1.0,15.0,,,,,,left_only
Andre Reed,,1985-2000,2TM,,,,,,,,,,,,,98.0,,2.0,tm,1.0,16.0,,,,,,left_only
Demario Davis,,2012-2024,3TM,,,,,,,,,,,,,98.0,,3.0,tm,0.0,13.0,,,,,,left_only
Walter Jones,,1997-2008,sea,,,,,,,,,,,,,98.0,,1.0,SEA,1.0,12.0,,,,,,left_only
Cortez Kennedy,,1990-2000,sea,,,,,,,,,,,,,97.0,,1.0,SEA,1.0,11.0,,,,,,left_only
Mel Blount,,1970-1983,pit,,,,,,,,,,,,,97.0,,1.0,PIT,1.0,14.0,,,,,,left_only
Hardy Nickerson,,1987-2002,4TM,,,,,,,,,,,,,97.0,,4.0,tm,0.0,16.0,,,,,,left_only
Richard Sherman,,2011-2021,3TM,,,,,,,,,,,,,97.0,,3.0,tm,0.0,11.0,,,,,,left_only
Ron McDole,,1961-1978,4TM,,,,,,,,,,,,,97.0,,4.0,tm,0.0,18.0,,,,,,left_only
Cornell Green,,1962-1974,dal,,,,,,,,,,,,,97.0,,1.0,DAL,0.0,13.0,,,,,,left_only
Jason Peters,,2004-2023,5TM,,,,,,,,,,,,,97.0,,5.0,tm,0.0,20.0,,,,,,left_only
Henry Ellard,,1983-1998,3TM,,,,,,,,,,,,,97.0,,3.0,tm,0.0,16.0,,,,,,left_only
Warrick Dunn,,1997-2008,2TM,,,,,,,,,,,,,96.0,,2.0,tm,0.0,12.0,,,,,,left_only
Ken Riley,,1969-1983,cin,,,,,,,,,,,,,96.0,,1.0,CIN,1.0,15.0,,,,,,left_only
Neil Smith,,1988-2000,3TM,,,,,,,,,,,,,96.0,,3.0,tm,0.0,13.0,,,,,,left_only
Troy Polamalu,,2003-2014,pit,,,,,,,,,,,,,96.0,,1.0,PIT,1.0,12.0,,,,,,left_only
Buck Buchanan,,1963-1975,kan,,,,,,,,,,,,,96.0,,1.0,KAN,1.0,13.0,,,,,,left_only
Dermontti Dawson,,1988-2000,pit,,,,,,,,,,,,,96.0,,1.0,PIT,1.0,13.0,,,,,,left_only
Eric Allen,,1988-2001,3TM,,,,,,,,,,,,,96.0,,3.0,tm,0.0,14.0,,,,,,left_only
Mike Kenn,,1978-1994,atl,,,,,,,,,,,,,96.0,,1.0,ATL,0.0,17.0,,,,,,left_only
Forrest Gregg,,1956-1971,2TM,,,,,,,,,,,,,96.0,,2.0,tm,1.0,16.0,,,,,,left_only
Harry Carson,,1976-1988,nyg,,,,,,,,,,,,,95.0,,1.0,NYG,1.0,13.0,,,,,,left_only
Khalil Mack,,2014-2024,3TM,,,,,,,,,,,,,95.0,,3.0,tm,0.0,11.0,,,,,,left_only
Tony Gonzalez,,1997-2013,2TM,,,,,,,,,,,,,95.0,,2.0,tm,1.0,17.0,,,,,,left_only
Jonathan Ogden,,1996-2007,rav,,,,,,,,,,,,,95.0,,1.0,RAV,1.0,12.0,,,,,,left_only
Willie Wood,,1960-1971,gnb,,,,,,,,,,,,,95.0,,1.0,GNB,1.0,12.0,,,,,,left_only
Ken Houston,,1967-1980,2TM,,,,,,,,,,,,,95.0,,2.0,tm,1.0,14.0,,,,,,left_only
Roger Craig,,1983-1993,3TM,,,,,,,,,,,,,95.0,,3.0,tm,0.0,11.0,,,,,,left_only
London Fletcher,,1998-2013,3TM,,,,,,,,,,,,,95.0,,3.0,tm,0.0,16.0,,,,,,left_only
Ray Nitschke,,1958-1972,gnb,,,,,,,,,,,,,95.0,,1.0,GNB,1.0,15.0,,,,,,left_only
Howie Long,,1981-1993,rai,,,,,,,,,,,,,95.0,,1.0,RAI,1.0,13.0,,,,,,left_only
Charley Taylor,,1964-1977,was,,,,,,,,,,,,,95.0,,1.0,WAS,1.0,14.0,,,,,,left_only
James Farrior,,1997-2011,2TM,,,,,,,,,,,,,95.0,,2.0,tm,0.0,15.0,,,,,,left_only
Fletcher Cox,,2012-2023,phi,,,,,,,,,,,,,95.0,,1.0,PHI,0.0,12.0,,,,,,left_only
Lemar Parrish,,1970-1982,3TM,,,,,,,,,,,,,95.0,,3.0,tm,0.0,13.0,,,,,,left_only
Bobby Boyd,,1960-1968,clt,,,,,,,,,,,,,95.0,,1.0,CLT,0.0,9.0,,,,,,left_only
Henry Jordan,,1957-1969,2TM,,,,,,,,,,,,,95.0,,2.0,tm,1.0,13.0,,,,,,left_only
Chuck Howley,,1958-1973,2TM,,,,,,,,,,,,,94.0,,2.0,tm,1.0,16.0,,,,,,left_only
Steve Hutchinson,,2001-2012,3TM,,,,,,,,,,,,,94.0,,3.0,tm,1.0,12.0,,,,,,left_only
Andre Johnson,,2003-2016,3TM,,,,,,,,,,,,,94.0,,3.0,tm,1.0,14.0,,,,,,left_only
Dick Schafrath,,1959-1971,cle,,,,,,,,,,,,,94.0,,1.0,CLE,0.0,13.0,,,,,,left_only
Frank Gore,,2005-2020,5TM,,,,,,,,,,,,,94.0,,5.0,tm,0.0,16.0,,,,,,left_only
Clay Matthews,,1978-1996,2TM,,,,,,,,,,,,,94.0,,2.0,tm,0.0,19.0,,,,,,left_only
Too Tall Jones,,1974-1989,dal,,,,,,,,,,,,,94.0,,1.0,DAL,0.0,16.0,,,,,,left_only
Johnny Robinson,,1960-1971,kan,,,,,,,,,,,,,94.0,,1.0,KAN,1.0,12.0,,,,,,left_only
Jimmy Smith,,1992-2005,2TM,,,,,,,,,,,,,94.0,,2.0,tm,0.0,14.0,,,,,,left_only
Darrelle Revis,,2007-2017,4TM,,,,,,,,,,,,,93.0,,4.0,tm,1.0,11.0,,,,,,left_only
Larry Fitzgerald,,2004-2020,crd,,,,,,,,,,,,,93.0,,1.0,CRD,0.0,17.0,,,,,,left_only
Mike Munchak,,1982-1993,oti,,,,,,,,,,,,,93.0,,1.0,OTI,1.0,12.0,,,,,,left_only
Karl Mecklenburg,,1983-1994,den,,,,,,,,,,,,,93.0,,1.0,DEN,0.0,12.0,,,,,,left_only
Antonio Gates,,2003-2018,sdg,,,,,,,,,,,,,93.0,,1.0,SDG,0.0,16.0,,,,,,left_only
Patrick Willis,,2007-2014,sfo,,,,,,,,,,,,,93.0,,1.0,SFO,1.0,8.0,,,,,,left_only
Willie Anderson,,1996-2008,2TM,,,,,,,,,,,,,93.0,,2.0,tm,0.0,13.0,,,,,,left_only
Harold Jackson,,1968-1983,5TM,,,,,,,,,,,,,93.0,,5.0,tm,0.0,16.0,,,,,,left_only
Art Shell,,1968-1982,rai,,,,,,,,,,,,,93.0,,1.0,RAI,1.0,15.0,,,,,,left_only
Wayne Walker,,1958-1972,det,,,,,,,,,,,,,93.0,,1.0,DET,0.0,15.0,,,,,,left_only
Kevin Greene,,1985-1999,4TM,,,,,,,,,,,,,93.0,,4.0,tm,1.0,15.0,,,,,,left_only
Marshal Yanda,,2007-2019,rav,,,,,,,,,,,,,92.0,,1.0,RAV,0.0,13.0,,,,,,left_only
Larry Grantham,,1960-1972,nyj,,,,,,,,,,,,,92.0,,1.0,NYJ,0.0,13.0,,,,,,left_only
Antonio Brown,,2010-2021,3TM,,,,,,,,,,,,,92.0,,3.0,tm,0.0,12.0,,,,,,left_only
Eric Dickerson,,1983-1993,4TM,,,,,,,,,,,,,92.0,,4.0,tm,1.0,11.0,,,,,,left_only
Charlie Joiner,,1969-1986,3TM,,,,,,,,,,,,,92.0,,3.0,tm,1.0,18.0,,,,,,left_only
Todd Collins,,1995-2010,4TM,,,,,,,,,,,,,,5.0,4.0,tm,0.0,16.0,,,,,,left_only
Steve Dils,,1979-1988,3TM,,,,,,,,,,,,,,5.0,3.0,tm,0.0,10.0,,,,,,left_only
Paul McDonald,,1980-1986,2TM,,,,,,,,,,,,,,5.0,2.0,tm,0.0,7.0,,,,,,left_only
Desmond Ridder,,2022-2023,atl,,,,,,,,,,,,,,5.0,1.0,ATL,0.0,2.0,2022.0,9999.0,2.734,3.268,{'Falcons': 2.734},both
C.J. Stroud,,2023-2024,htx,,,,,,,,,,,,,,5.0,1.0,HTX,0.0,2.0,2023.0,9999.0,24.135,27.42,{'Texans': 24.135},both
Matt Stafford,,,,,,,,,,,,,,,,,,,,,,2009.0,9999.0,328.0,507.909,"{'Lions': 219.0, 'Rams': 109.0}",right_only
Jordan Love,,,,,,,,,,,,,,,,,,,,,,2020.0,9999.0,94.883,99.15,{'Packers': 94.883},right_only
Chase Daniel,,,,,,,,,,,,,,,,,,,,,,2009.0,2022.0,43.102,68.729,"{'Eagles': 12.0, 'Chiefs': 10.0, 'Bears': 10.0, 'Lions': 5.0, 'Chargers': 3.075, 'Saints': 3.026, 'Commanders': 0.002}",right_only
JaMarcus Russell,,,,,,,,,,,,,,,,,,,,,,2007.0,2009.0,39.365,78.843,{'Raiders': 39.365},right_only
Trey Lance,,,,,,,,,,,,,,,,,,,,,,2021.0,9999.0,28.795,38.925,"{'49ers': 27.855, 'Cowboys': 0.94}",right_only
Caleb Williams,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,25.537,25.537,{'Bears': 25.537},right_only
Bryce Young,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,25.354,28.805,{'Panthers': 25.354},right_only
Jayden Daniels,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,24.272,24.272,{'Commanders': 24.272},right_only
Drake Maye,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,23.467,23.467,{'Patriots': 23.467},right_only
Matt Leinart,,,,,,,,,,,,,,,,,,,,,,2006.0,2012.0,22.645,51.673,"{'Cardinals': 17.515, 'Texans': 4.38, 'Raiders': 0.75}",right_only
Anthony Richardson,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,22.473,25.532,{'Colts': 22.473},right_only
Charlie Whitehurst,,,,,,,,,,,,,,,,,,,,,,2006.0,2015.0,17.5,35.809,"{'Seahawks': 8.0, 'Chargers': 5.373, 'Titans': 3.154, 'Colts': 0.752, 'Browns': 0.221}",right_only
Luke McCown,,,,,,,,,,,,,,,,,,,,,,2004.0,2016.0,17.31,36.07,"{'Jaguars': 6.8, 'Buccaneers': 4.345, 'Saints': 4.31, 'Falcons': 0.825, 'Browns': 0.78, 'Cowboys': 0.25}",right_only
Gardner Minshew,,,,,,,,,,,,,,,,,,,,,,2019.0,9999.0,16.252,18.356,"{'Raiders': 6.0, 'Colts': 5.5, 'Eagles': 3.39, 'Jaguars': 1.362}",right_only
A.J. McCarron,,,,,,,,,,,,,,,,,,,,,,2014.0,2023.0,16.016,22.586,"{'Texans': 7.0, 'Bills': 4.0, 'Bengals': 2.903, 'Falcons': 1.212, 'Raiders': 0.9}",right_only
Dwayne Haskins,,,,,,,,,,,,,,,,,,,,,,2019.0,2021.0,15.267,20.383,"{'Commanders': 14.417, 'Steelers': 0.85}",right_only
Michael Penix Jr.,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,13.462,13.462,{'Falcons': 13.462},right_only
Drew Lock,,,,,,,,,,,,,,,,,,,,,,2019.0,9999.0,13.011,15.862,"{'Broncos': 5.56, 'Seahawks': 5.451, 'Giants': 2.0}",right_only
J.J. McCarthy,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,12.714,12.714,{'Vikings': 12.714},right_only
Jake Locker,,,,,,,,,,,,,,,,,,,,,,2011.0,2014.0,12.586,26.21,{'Titans': 12.586},right_only
C.J. Beathard,,,,,,,,,,,,,,,,,,,,,,2017.0,2023.0,11.501,14.944,"{'Jaguars': 7.972, '49ers': 3.529}",right_only
Mason Rudolph,,,,,,,,,,,,,,,,,,,,,,2018.0,9999.0,11.337,14.462,"{'Steelers': 9.987, 'Titans': 1.35}",right_only
Nate Sudfeld,,,,,,,,,,,,,,,,,,,,,,2016.0,2023.0,11.003,14.432,"{'Eagles': 5.965, 'Lions': 2.935, '49ers': 1.515, 'Commanders': 0.587}",right_only
Brandon Weeden,,,,,,,,,,,,,,,,,,,,,,2012.0,2018.0,10.876,20.663,"{'Browns': 6.281, 'Texans': 3.002, 'Cowboys': 0.958, 'Titans': 0.635}",right_only
Matt Barkley,,,,,,,,,,,,,,,,,,,,,,2013.0,2023.0,10.648,15.835,"{'Bills': 5.137, 'Eagles': 1.442, 'Cardinals': 0.932, 'Bengals': 0.893, 'Bears': 0.624, '49ers': 0.55, 'Panthers': 0.418, 'Giants': 0.323, 'Jaguars': 0.129, 'Titans': 0.126, 'Falcons': 0.074}",right_only
Taysom Hill,,,,,,,,,,,,,,,,,,,,,,2017.0,2020.0,10.511,13.787,"{'Saints': 10.506, 'Packers': 0.005}",right_only
Bo Nix,,,,,,,,,,,,,,,,,,,,,,2024.0,9999.0,10.357,10.357,{'Broncos': 10.357},right_only
E.J. Manuel,,,,,,,,,,,,,,,,,,,,,,2013.0,2017.0,9.785,18.637,"{'Bills': 8.885, 'Raiders': 0.9}",right_only
Ryan Mallett,,,,,,,,,,,,,,,,,,,,,,2011.0,2017.0,9.517,17.063,"{'Texans': 3.714, 'Ravens': 3.631, 'Patriots': 2.171}",right_only
Josh Johnson,,,,,,,,,,,,,,,,,,,,,,2008.0,9999.0,9.481,15.58,"{'Buccaneers': 1.922, 'Ravens': 1.724, 'Bengals': 1.095, 'Lions': 1.03, 'Giants': 1.0, '49ers': 0.883, 'Bills': 0.526, 'Broncos': 0.354, 'Jets': 0.333, 'Commanders': 0.215, 'Texans': 0.159, 'Colts': 0.153, 'Raiders': 0.045, 'Browns': 0.041}",right_only
Mike White,,,,,,,,,,,,,,,,,,,,,,2018.0,9999.0,9.101,11.093,"{'Dolphins': 4.5, 'Jets': 3.903, 'Cowboys': 0.698}",right_only
Paxton Lynch,,,,,,,,,,,,,,,,,,,,,,2016.0,2019.0,8.829,13.89,"{'Broncos': 8.334, 'Steelers': 0.495}",right_only
Jeff Driskel,,,,,,,,,,,,,,,,,,,,,,2016.0,9999.0,8.07,10.751,"{'Texans': 2.888, 'Broncos': 2.5, 'Bengals': 1.528, 'Lions': 0.513, 'Cardinals': 0.348, 'Browns': 0.18, '49ers': 0.113}",right_only
Joshua Dobbs,,,,,,,,,,,,,,,,,,,,,,2017.0,9999.0,7.836,10.062,"{'Steelers': 3.482, 'Browns': 1.535, 'Vikings': 0.833, 'Cardinals': 0.667, 'Jaguars': 0.607, '49ers': 0.5, 'Titans': 0.172, 'Lions': 0.04}",right_only
Jarrett Stidham,,,,,,,,,,,,,,,,,,,,,,2019.0,9999.0,7.621,9.323,"{'Broncos': 4.0, 'Patriots': 2.656, 'Raiders': 0.965}",right_only
Tim Boyle,,,,,,,,,,,,,,,,,,,,,,2018.0,9999.0,7.193,9.263,"{'Lions': 3.935, 'Packers': 1.806, 'Jets': 0.816, 'Bears': 0.345, 'Dolphins': 0.23, 'Texans': 0.062}",right_only
Sean Mannion,,,,,,,,,,,,,,,,,,,,,,2015.0,2023.0,7.191,10.388,"{'Vikings': 3.371, 'Rams': 3.251, 'Seahawks': 0.569}",right_only
Brandon Allen,,,,,,,,,,,,,,,,,,,,,,2016.0,9999.0,6.882,9.07,"{'Bengals': 3.423, '49ers': 1.532, 'Rams': 0.707, 'Broncos': 0.645, 'Jaguars': 0.574}",right_only
Cooper Rush,,,,,,,,,,,,,,,,,,,,,,2017.0,9999.0,6.718,8.517,"{'Cowboys': 6.532, 'Giants': 0.186}",right_only
Brett Hundley,,,,,,,,,,,,,,,,,,,,,,2015.0,2022.0,6.049,8.737,"{'Cardinals': 2.922, 'Packers': 1.799, 'Seahawks': 0.705, 'Colts': 0.484, 'Ravens': 0.124, 'Saints': 0.015}",right_only
Ryan Griffin,,,,,,,,,,,,,,,,,,,,,,2017.0,2022.0,5.941,8.344,"{'Buccaneers': 5.783, 'Saints': 0.158}",right_only
Kyle Allen,,,,,,,,,,,,,,,,,,,,,,2018.0,9999.0,5.937,7.413,"{'Texans': 2.397, 'Commanders': 1.525, 'Bills': 1.232, 'Panthers': 0.615, 'Steelers': 0.168}",right_only
Davis Mills,,,,,,,,,,,,,,,,,,,,,,2021.0,9999.0,5.866,6.95,{'Texans': 5.866},right_only
Nathan Peterman,,,,,,,,,,,,,,,,,,,,,,2017.0,9999.0,5.605,7.344,"{'Raiders': 2.588, 'Bears': 1.906, 'Bills': 1.031, 'Saints': 0.08}",right_only
Phillip Walker,,,,,,,,,,,,,,,,,,,,,,2017.0,2023.0,5.552,6.814,"{'Panthers': 2.46, 'Bears': 2.01, 'Browns': 0.797, 'Colts': 0.285}",right_only
Johnny Manziel,,,,,,,,,,,,,,,,,,,,,,2014.0,2015.0,5.534,10.517,{'Browns': 5.534},right_only
Landry Jones,,,,,,,,,,,,,,,,,,,,,,2013.0,2017.0,5.239,8.881,"{'Steelers': 5.099, 'Jaguars': 0.139}",right_only
Easton Stick,,,,,,,,,,,,,,,,,,,,,,2019.0,9999.0,5.231,6.505,{'Chargers': 5.231},right_only
Tyler Huntley,,,,,,,,,,,,,,,,,,,,,,2020.0,9999.0,5.097,6.051,"{'Ravens': 4.627, 'Browns': 0.47}",right_only
Will Levis,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,4.69,5.328,{'Titans': 4.69},right_only
Will Grier,,,,,,,,,,,,,,,,,,,,,,2019.0,9999.0,4.643,5.977,"{'Panthers': 1.992, 'Cowboys': 1.781, 'Patriots': 0.648, 'Chargers': 0.18, 'Bengals': 0.041}",right_only
Joe Webb,,,,,,,,,,,,,,,,,,,,,,2010.0,2019.0,4.303,7.373,"{'Vikings': 2.033, 'Texans': 2.025, 'Giants': 0.198, 'Lions': 0.048}",right_only
Tyler Bray,,,,,,,,,,,,,,,,,,,,,,2015.0,2020.0,4.183,6.409,"{'Chiefs': 2.966, 'Bears': 1.198, '49ers': 0.018}",right_only
Kyle Trask,,,,,,,,,,,,,,,,,,,,,,2021.0,9999.0,4.121,5.303,{'Buccaneers': 4.121},right_only
Matt McGloin,,,,,,,,,,,,,,,,,,,,,,2013.0,2016.0,4.109,7.142,"{'Raiders': 4.038, 'Texans': 0.046, 'Eagles': 0.025}",right_only
DeShone Kizer,,,,,,,,,,,,,,,,,,,,,,2017.0,2020.0,3.943,5.781,"{'Browns': 2.204, 'Raiders': 0.963, 'Packers': 0.69, 'Titans': 0.086}",right_only
Brett Rypien,,,,,,,,,,,,,,,,,,,,,,2019.0,9999.0,3.707,4.682,"{'Broncos': 2.745, 'Rams': 0.54, 'Jets': 0.3, 'Seahawks': 0.122}",right_only
John Wolford,,,,,,,,,,,,,,,,,,,,,,2019.0,2023.0,3.697,4.578,"{'Rams': 2.571, 'Buccaneers': 1.126}",right_only
Scott Tolzien,,,,,,,,,,,,,,,,,,,,,,2016.0,2017.0,3.607,5.778,"{'Colts': 3.5, 'Packers': 0.107}",right_only
David Fales,,,,,,,,,,,,,,,,,,,,,,2014.0,2019.0,3.258,4.982,"{'Dolphins': 1.286, 'Jets': 0.965, 'Bears': 0.907, 'Ravens': 0.1}",right_only
T.J. Yates,,,,,,,,,,,,,,,,,,,,,,2011.0,2017.0,3.21,6.181,"{'Texans': 1.99, 'Falcons': 1.02, 'Dolphins': 0.134, 'Bills': 0.066}",right_only
Logan Woodside,,,,,,,,,,,,,,,,,,,,,,2019.0,9999.0,3.084,3.899,"{'Titans': 1.756, 'Falcons': 1.259, 'Bengals': 0.07}",right_only
David Blough,,,,,,,,,,,,,,,,,,,,,,2019.0,2023.0,3.084,3.988,"{'Lions': 2.494, 'Cardinals': 0.291, 'Vikings': 0.279, 'Browns': 0.02}",right_only
Kevin Hogan,,,,,,,,,,,,,,,,,,,,,,2016.0,2021.0,3.054,4.425,"{'Broncos': 1.29, 'Browns': 0.892, 'Texans': 0.302, 'Titans': 0.229, 'Chiefs': 0.228, 'Bengals': 0.114}",right_only
Tom Savage,,,,,,,,,,,,,,,,,,,,,,2014.0,2018.0,3.035,5.008,"{'Texans': 2.344, '49ers': 0.249, 'Bengals': 0.207, 'Saints': 0.145, 'Lions': 0.09}",right_only
Cody Kessler,,,,,,,,,,,,,,,,,,,,,,2016.0,2019.0,3.028,4.597,"{'Browns': 1.719, 'Jaguars': 0.758, 'Patriots': 0.508, 'Eagles': 0.042}",right_only
Trace McSorley,,,,,,,,,,,,,,,,,,,,,,2019.0,2023.0,2.923,3.779,"{'Ravens': 1.466, 'Cardinals': 1.296, 'Steelers': 0.08, 'Bears': 0.08}",right_only
Ryan Nassib,,,,,,,,,,,,,,,,,,,,,,2013.0,2016.0,2.876,5.288,"{'Giants': 2.614, 'Jaguars': 0.182, 'Saints': 0.08}",right_only
Kellen Mond,,,,,,,,,,,,,,,,,,,,,,2021.0,2023.0,2.872,3.823,"{'Vikings': 1.819, 'Browns': 0.897, 'Colts': 0.156}",right_only
Davis Webb,,,,,,,,,,,,,,,,,,,,,,2017.0,2022.0,2.776,3.977,"{'Giants': 1.628, 'Bills': 0.593, 'Jets': 0.555}",right_only
Christian Hackenberg,,,,,,,,,,,,,,,,,,,,,,2016.0,2017.0,2.77,4.465,"{'Jets': 2.701, 'Bengals': 0.068}",right_only
Malik Willis,,,,,,,,,,,,,,,,,,,,,,2022.0,9999.0,2.766,3.266,{'Titans': 2.766},right_only
Alex Tanney,,,,,,,,,,,,,,,,,,,,,,2015.0,2020.0,2.755,4.091,"{'Giants': 1.692, 'Titans': 0.924, 'Cowboys': 0.072, 'Colts': 0.059, 'Bills': 0.007}",right_only
Garrett Gilbert,,,,,,,,,,,,,,,,,,,,,,2014.0,2022.0,2.669,3.761,"{'Browns': 0.762, 'Cowboys': 0.529, 'Patriots': 0.508, 'Panthers': 0.377, 'Commanders': 0.204, 'Rams': 0.15, 'Raiders': 0.127, 'Lions': 0.01}",right_only
Jacob Eason,,,,,,,,,,,,,,,,,,,,,,2020.0,2023.0,2.544,3.333,"{'Colts': 1.663, 'Seahawks': 0.52, 'Panthers': 0.18, 'Giants': 0.1, '49ers': 0.08}",right_only
Sam Ehlinger,,,,,,,,,,,,,,,,,,,,,,2021.0,9999.0,2.474,3.072,{'Colts': 2.474},right_only
Bryce Petty,,,,,,,,,,,,,,,,,,,,,,2015.0,2017.0,2.253,3.746,"{'Jets': 2.129, 'Dolphins': 0.124}",right_only
Bailey Zappe,,,,,,,,,,,,,,,,,,,,,,2022.0,9999.0,2.222,2.647,{'Patriots': 2.222},right_only
Dan Orlovsky,,,,,,,,,,,,,,,,,,,,,,2015.0,2016.0,2.175,3.715,"{'Lions': 2.115, 'Rams': 0.06}",right_only
Ian Book,,,,,,,,,,,,,,,,,,,,,,2021.0,2022.0,2.171,2.892,"{'Saints': 1.334, 'Eagles': 0.825, 'Patriots': 0.012}",right_only
Feleipe Franks,,,,,,,,,,,,,,,,,,,,,,2021.0,9999.0,2.109,2.634,"{'Falcons': 2.0, 'Panthers': 0.109}",right_only
Jake Luton,,,,,,,,,,,,,,,,,,,,,,2020.0,2022.0,2.092,2.589,"{'Jaguars': 0.792, 'Saints': 0.61, 'Panthers': 0.354, 'Seahawks': 0.263, 'Dolphins': 0.074}",right_only
Ryan Finley,,,,,,,,,,,,,,,,,,,,,,2019.0,2020.0,1.96,2.613,{'Bengals': 1.96},right_only
Kyle Lauletta,,,,,,,,,,,,,,,,,,,,,,2018.0,2020.0,1.931,2.722,"{'Giants': 1.188, 'Eagles': 0.367, 'Browns': 0.231, 'Jaguars': 0.129, 'Falcons': 0.017}",right_only
Ricky Stanzi,,,,,,,,,,,,,,,,,,,,,,2011.0,2015.0,1.755,3.653,"{'Chiefs': 1.063, 'Jaguars': 0.567, 'Lions': 0.112, 'Texans': 0.013}",right_only
Connor Cook,,,,,,,,,,,,,,,,,,,,,,2016.0,2018.0,1.749,2.782,"{'Raiders': 1.61, 'Bengals': 0.061, 'Lions': 0.04, 'Panthers': 0.038}",right_only
Jake Rudock,,,,,,,,,,,,,,,,,,,,,,2016.0,2020.0,1.733,2.599,"{'Lions': 1.332, 'Dolphins': 0.401}",right_only
Jake Fromm,,,,,,,,,,,,,,,,,,,,,,2020.0,9999.0,1.718,2.201,"{'Bills': 1.023, 'Commanders': 0.434, 'Giants': 0.26}",right_only
Bryce Perkins,,,,,,,,,,,,,,,,,,,,,,2020.0,2022.0,1.66,2.162,{'Rams': 1.66},right_only
Hendon Hooker,,,,,,,,,,,,,,,,,,,,,,2023.0,9999.0,1.659,1.885,{'Lions': 1.659},right_only
Jake Browning,,,,,,,,,,,,,,,,,,,,,,2019.0,9999.0,1.658,2.049,"{'Bengals': 1.205, 'Vikings': 0.453}",right_only
Skylar Thompson,,,,,,,,,,,,,,,,,,,,,,2022.0,9999.0,1.657,1.954,{'Dolphins': 1.657},right_only
Zach Mettenberger,,,,,,,,,,,,,,,,,,,,,,2014.0,2016.0,1.655,2.943,"{'Titans': 1.055, 'Steelers': 0.6}",right_only
Logan Thomas,,,,,,,,,,,,,,,,,,,,,,2014.0,2015.0,1.649,2.788,"{'Cardinals': 0.852, 'Dolphins': 0.375, '49ers': 0.3, 'Lions': 0.067, 'Giants': 0.055}",right_only
James Morgan,,,,,,,,,,,,,,,,,,,,,,2020.0,2021.0,1.571,2.046,"{'Jets': 1.39, 'Panthers': 0.092, 'Colts': 0.046, 'Cardinals': 0.034, 'Steelers': 0.009}",right_only
Ryan Lindley,,,,,,,,,,,,,,,,,,,,,,2012.0,2015.0,1.547,3.137,"{'Cardinals': 1.445, 'Chargers': 0.063, 'Colts': 0.039}",right_only
Zac Dysert,,,,,,,,,,,,,,,,,,,,,,2013.0,2017.0,1.531,2.7,"{'Broncos': 0.623, 'Cowboys': 0.615, 'Cardinals': 0.213, 'Texans': 0.066, 'Bills': 0.013}",right_only
Cardale Jones,,,,,,,,,,,,,,,,,,,,,,2016.0,2018.0,1.519,2.405,"{'Bills': 0.833, 'Chargers': 0.669, 'Seahawks': 0.016}",right_only
Chris Streveler,,,,,,,,,,,,,,,,,,,,,,2020.0,2022.0,1.513,1.978,"{'Cardinals': 1.087, 'Jets': 0.38, 'Ravens': 0.046}",right_only
Kellen Moore,,,,,,,,,,,,,,,,,,,,,,2017.0,2017.0,1.485,2.434,"{'Cowboys': 1.145, 'Lions': 0.34}",right_only
Shane Buechele,,,,,,,,,,,,,,,,,,,,,,2021.0,9999.0,1.481,1.858,"{'Chiefs': 1.225, 'Bills': 0.256}",right_only
Garrett Grayson,,,,,,,,,,,,,,,,,,,,,,2015.0,2018.0,1.475,2.563,"{'Saints': 1.32, 'Falcons': 0.079, 'Broncos': 0.076}",right_only
Kyle Sloter,,,,,,,,,,,,,,,,,,,,,,2017.0,2020.0,1.456,2.102,"{'Vikings': 1.064, 'Lions': 0.19, 'Cardinals': 0.096, 'Bears': 0.067, 'Raiders': 0.037, 'Broncos': 0.003}",right_only
Matt Corral,,,,,,,,,,,,,,,,,,,,,,2022.0,2022.0,1.381,1.689,{'Panthers': 1.381},right_only
